complaint_id,customer_id,complaint_date,channel,complaint_category,complaint_subcategory,description,transaction_id,amount_affected,currency,priority,status,resolution_date,handling_team,satisfaction_score
C00705,CUST93147,22/12/2024,Online Banking,Customer Service Failure,No Follow-up,No Follow-up reported via online banking,,0,KES,High,Resolved,24/12/2024,Finance Ops,2
C00706,CUST76509,21/12/2024,ATM,System Error,ATM Failure,ATM Failure reported via atm,,0,KES,High,In Progress,,Branch Operations,
C00707,CUST45633,12/01/2025,ATM,System Error,App Crash,App Crash reported via atm,TXN951105,20364,KES,High,Resolved,16/01/2025,Finance Ops,3
C00708,CUST12596,30/12/2024,Branch,Delay,Complaint Handling Delay,Complaint Handling Delay reported via branch,TXN999314,33614,KES,Medium,Resolved,01/01/2025,Customer Experience,5
C00709,CUST50088,28/12/2024,Call Center,Delay,Complaint Handling Delay,Complaint Handling Delay reported via call center,TXN921543,17361,KES,Medium,In Progress,,Branch Operations,
C00710,CUST74415,11/01/2025,Online Banking,System Error,ATM Failure,ATM Failure reported via online banking,,0,KES,High,Resolved,12/01/2025,Finance Ops,4
C00711,CUST26315,11/01/2025,Branch,System Error,Failed Reversal,Failed Reversal reported via branch,TXN810178,5168,KES,Medium,In Progress,,Customer Experience,
C00712,CUST58258,14/01/2025,Branch,Delay,Transaction Delay,Transaction Delay reported via branch,TXN966456,23344,KES,High,In Progress,,Operations,
C00713,CUST97251,04/01/2025,ATM,Customer Service Failure,Long Wait Time,Long Wait Time reported via atm,,0,KES,High,In Progress,,Finance Ops,
C00714,CUST25300,09/01/2025,Online Banking,System Error,App Crash,App Crash reported via online banking,,0,KES,High,In Progress,,Finance Ops,
C00715,CUST49612,04/01/2025,Call Center,Customer Service Failure,Long Wait Time,Long Wait Time reported via call center,,0,KES,High,Resolved,08/01/2025,IT Operations,4
C00716,CUST62162,13/01/2025,Branch,System Error,Failed Reversal,Failed Reversal reported via branch,,0,KES,Medium,Resolved,16/01/2025,IT Operations,3
C00717,CUST32365,15/12/2024,Mobile App,System Error,Login Error,Login Error reported via mobile app,TXN971578,34903,KES,Low,Resolved,18/12/2024,IT Operations,5
C00718,CUST17730,07/01/2025,Branch,Delay,Transaction Delay,Transaction Delay reported via branch,,0,KES,High,Resolved,09/01/2025,Finance Ops,3
C00719,CUST46275,21/12/2024,Branch,Erroneous Deduction,Phantom Debit,Phantom Debit reported via branch,TXN822467,5730,KES,Medium,Resolved,25/12/2024,Branch Operations,2
C00720,CUST78463,05/01/2025,Branch,Delay,Complaint Handling Delay,Complaint Handling Delay reported via branch,,0,KES,Low,Resolved,06/01/2025,IT Operations,3
C00721,CUST97173,27/12/2024,Branch,Erroneous Deduction,Phantom Debit,Phantom Debit reported via branch,TXN882634,45186,KES,High,Resolved,29/12/2024,Operations,4
C00722,CUST13365,14/01/2025,Online Banking,Delay,Complaint Handling Delay,Complaint Handling Delay reported via online banking,,0,KES,Low,In Progress,,IT Operations,
C00723,CUST93633,13/01/2025,Online Banking,System Error,App Crash,App Crash reported via online banking,TXN973074,31642,KES,High,Resolved,15/01/2025,Customer Experience,2
C00724,CUST89529,25/12/2024,Online Banking,Delay,Card Delivery Delay,Card Delivery Delay reported via online banking,TXN861225,44928,KES,Critical,In Progress,,IT Operations,
C00725,CUST89583,14/01/2025,Branch,Delay,Complaint Handling Delay,Complaint Handling Delay reported via branch,TXN877034,7083,KES,Critical,In Progress,,Customer Experience,
C00726,CUST73198,07/01/2025,Branch,Delay,Transaction Delay,Transaction Delay reported via branch,TXN844054,36462,KES,Medium,Resolved,11/01/2025,IT Operations,2
C00727,CUST52795,22/12/2024,ATM,System Error,App Crash,App Crash reported via atm,,0,KES,Medium,In Progress,,IT Operations,
C00728,CUST53620,23/12/2024,Branch,System Error,Failed Reversal,Failed Reversal reported via branch,TXN823708,42020,KES,High,In Progress,,IT Operations,
C00729,CUST94161,02/01/2025,Online Banking,Delay,Card Delivery Delay,Card Delivery Delay reported via online banking,TXN971421,48015,KES,Critical,In Progress,,Customer Experience,
C00730,CUST26700,28/12/2024,Online Banking,System Error,App Crash,App Crash reported via online banking,,0,KES,Medium,Resolved,29/12/2024,IT Operations,4
C00731,CUST99037,27/12/2024,Mobile App,Delay,Complaint Handling Delay,Complaint Handling Delay reported via mobile app,TXN895688,28267,KES,High,In Progress,,Branch Operations,
C00732,CUST29323,19/12/2024,Branch,System Error,ATM Failure,ATM Failure reported via branch,TXN857384,9983,KES,High,Resolved,23/12/2024,IT Operations,5
C00733,CUST48206,07/01/2025,Online Banking,Delay,Card Delivery Delay,Card Delivery Delay reported via online banking,TXN965433,18420,KES,High,Resolved,09/01/2025,Operations,5
C00734,CUST33464,27/12/2024,ATM,Delay,Complaint Handling Delay,Complaint Handling Delay reported via atm,,0,KES,Critical,In Progress,,Finance Ops,
C00735,CUST19414,27/12/2024,ATM,Erroneous Deduction,Incorrect Fees,Incorrect Fees reported via atm,TXN891306,44926,KES,High,Resolved,31/12/2024,IT Operations,5
C00736,CUST95804,09/01/2025,Call Center,System Error,App Crash,App Crash reported via call center,,0,KES,Low,Resolved,12/01/2025,Customer Experience,5
C00737,CUST57477,07/01/2025,Online Banking,System Error,Login Error,Login Error reported via online banking,,0,KES,Medium,In Progress,,Finance Ops,
C00738,CUST72111,02/01/2025,ATM,Delay,Card Delivery Delay,Card Delivery Delay reported via atm,,0,KES,Critical,Resolved,03/01/2025,Customer Experience,4
C00739,CUST41569,05/01/2025,Online Banking,Delay,Card Delivery Delay,Card Delivery Delay reported via online banking,TXN864225,47853,KES,High,Resolved,06/01/2025,Branch Operations,2
C00740,CUST92881,09/01/2025,Branch,Delay,Card Delivery Delay,Card Delivery Delay reported via branch,TXN872146,43118,KES,High,In Progress,,IT Operations,
C00741,CUST45877,26/12/2024,Mobile App,Delay,Transaction Delay,Transaction Delay reported via mobile app,,0,KES,Medium,Resolved,27/12/2024,IT Operations,5
C00742,CUST63127,18/12/2024,Branch,System Error,Login Error,Login Error reported via branch,,0,KES,Medium,Resolved,23/12/2024,Customer Experience,3
C00743,CUST33680,15/12/2024,Call Center,Customer Service Failure,No Follow-up,No Follow-up reported via call center,,0,KES,High,Resolved,17/12/2024,Branch Operations,2
C00744,CUST14588,20/12/2024,Branch,Delay,Card Delivery Delay,Card Delivery Delay reported via branch,,0,KES,Medium,Resolved,21/12/2024,Operations,4
C00745,CUST49400,06/01/2025,Call Center,System Error,Failed Reversal,Failed Reversal reported via call center,,0,KES,High,In Progress,,Finance Ops,
C00746,CUST41077,13/01/2025,ATM,System Error,Login Error,Login Error reported via atm,,0,KES,High,Resolved,14/01/2025,Branch Operations,2
C00747,CUST19746,07/01/2025,ATM,System Error,App Crash,App Crash reported via atm,,0,KES,High,Resolved,12/01/2025,Branch Operations,5
C00748,CUST19248,09/01/2025,Branch,System Error,App Crash,App Crash reported via branch,,0,KES,Low,Resolved,14/01/2025,Customer Experience,3
C00749,CUST65009,09/01/2025,Online Banking,Delay,Card Delivery Delay,Card Delivery Delay reported via online banking,,0,KES,High,In Progress,,Branch Operations,
C00750,CUST18645,25/12/2024,Mobile App,Customer Service Failure,Long Wait Time,Long Wait Time reported via mobile app,,0,KES,Medium,Resolved,30/12/2024,Branch Operations,5
C00751,CUST59628,06/01/2025,Online Banking,System Error,Failed Reversal,Failed Reversal reported via online banking,,0,KES,Critical,Resolved,10/01/2025,Finance Ops,3
C00752,CUST16286,18/12/2024,Call Center,System Error,Failed Reversal,Failed Reversal reported via call center,TXN944583,37996,KES,Low,Resolved,21/12/2024,Customer Experience,2
C00753,CUST43955,11/01/2025,Call Center,Delay,Complaint Handling Delay,Complaint Handling Delay reported via call center,,0,KES,High,In Progress,,Branch Operations,
C00754,CUST42651,13/01/2025,ATM,Delay,Card Delivery Delay,Card Delivery Delay reported via atm,TXN985467,3964,KES,Medium,In Progress,,Finance Ops,
C00755,CUST93313,28/12/2024,Branch,Customer Service Failure,Rude Staff,Rude Staff reported via branch,TXN936470,18576,KES,High,Resolved,30/12/2024,Operations,4
C00756,CUST21086,24/12/2024,Mobile App,Customer Service Failure,Long Wait Time,Long Wait Time reported via mobile app,,0,KES,Low,Resolved,29/12/2024,IT Operations,2
C00757,CUST90777,01/01/2025,Branch,Customer Service Failure,Rude Staff,Rude Staff reported via branch,,0,KES,Critical,Resolved,05/01/2025,Branch Operations,2
C00758,CUST32913,05/01/2025,ATM,System Error,Failed Reversal,Failed Reversal reported via atm,,0,KES,High,Resolved,10/01/2025,Branch Operations,3
C00759,CUST48019,07/01/2025,Branch,System Error,ATM Failure,ATM Failure reported via branch,TXN978012,7920,KES,Medium,Resolved,09/01/2025,Customer Experience,2
C00760,CUST70693,09/01/2025,Mobile App,System Error,App Crash,App Crash reported via mobile app,,0,KES,Medium,In Progress,,Branch Operations,
C00761,CUST62699,30/12/2024,Mobile App,Delay,Complaint Handling Delay,Complaint Handling Delay reported via mobile app,,0,KES,High,Resolved,02/01/2025,Branch Operations,3
C00762,CUST73886,06/01/2025,ATM,System Error,Login Error,Login Error reported via atm,,0,KES,High,In Progress,,IT Operations,
C00763,CUST31211,15/01/2025,Branch,System Error,App Crash,App Crash reported via branch,TXN828493,12439,KES,Medium,Resolved,19/01/2025,Customer Experience,5
C00764,CUST31012,11/01/2025,ATM,Delay,Complaint Handling Delay,Complaint Handling Delay reported via atm,TXN995015,26356,KES,Medium,Resolved,14/01/2025,IT Operations,2
C00765,CUST52583,30/12/2024,Branch,Erroneous Deduction,Double Debit,Double Debit reported via branch,,0,KES,High,In Progress,,Customer Experience,
C00766,CUST98907,27/12/2024,Mobile App,Customer Service Failure,Rude Staff,Rude Staff reported via mobile app,,0,KES,High,Resolved,29/12/2024,IT Operations,2
C00767,CUST77009,28/12/2024,Branch,Delay,Complaint Handling Delay,Complaint Handling Delay reported via branch,,0,KES,Medium,Resolved,02/01/2025,Operations,3
C00768,CUST34729,09/01/2025,ATM,Delay,Complaint Handling Delay,Complaint Handling Delay reported via atm,,0,KES,Medium,In Progress,,Customer Experience,
C00769,CUST90801,02/01/2025,Mobile App,System Error,App Crash,App Crash reported via mobile app,,0,KES,High,Resolved,06/01/2025,Finance Ops,2
C00770,CUST72809,05/01/2025,Call Center,System Error,Login Error,Login Error reported via call center,TXN911693,15034,KES,High,In Progress,,Operations,
C00771,CUST51922,11/01/2025,Mobile App,Delay,Complaint Handling Delay,Complaint Handling Delay reported via mobile app,TXN864741,47134,KES,Medium,In Progress,,Operations,
C00772,CUST43064,20/12/2024,Mobile App,Delay,Transaction Delay,Transaction Delay reported via mobile app,,0,KES,Medium,Resolved,24/12/2024,Operations,3
C00773,CUST41228,26/12/2024,Mobile App,Erroneous Deduction,Phantom Debit,Phantom Debit reported via mobile app,TXN894520,9039,KES,High,Resolved,29/12/2024,IT Operations,4
C00774,CUST22928,21/12/2024,Mobile App,Customer Service Failure,Rude Staff,Rude Staff reported via mobile app,,0,KES,High,Resolved,23/12/2024,Finance Ops,5
C00775,CUST83445,13/01/2025,Branch,System Error,Failed Reversal,Failed Reversal reported via branch,,0,KES,High,Resolved,17/01/2025,Finance Ops,4
C00776,CUST26899,26/12/2024,Mobile App,Customer Service Failure,No Follow-up,No Follow-up reported via mobile app,,0,KES,Low,Resolved,28/12/2024,Customer Experience,4
C00777,CUST76752,14/01/2025,ATM,Delay,Card Delivery Delay,Card Delivery Delay reported via atm,,0,KES,High,Resolved,16/01/2025,Customer Experience,5
C00778,CUST76036,11/01/2025,ATM,System Error,Failed Reversal,Failed Reversal reported via atm,,0,KES,Low,Resolved,16/01/2025,Finance Ops,5
C00779,CUST48252,31/12/2024,ATM,Erroneous Deduction,Phantom Debit,Phantom Debit reported via atm,,0,KES,High,Resolved,01/01/2025,Operations,3
C00780,CUST92927,07/01/2025,Online Banking,System Error,App Crash,App Crash reported via online banking,,0,KES,High,Resolved,08/01/2025,IT Operations,4
C00781,CUST56593,10/01/2025,Call Center,System Error,ATM Failure,ATM Failure reported via call center,TXN885101,40574,KES,High,Resolved,11/01/2025,Operations,2
C00782,CUST60067,09/01/2025,Mobile App,Delay,Complaint Handling Delay,Complaint Handling Delay reported via mobile app,,0,KES,High,In Progress,,Branch Operations,
C00783,CUST66872,23/12/2024,ATM,System Error,Login Error,Login Error reported via atm,TXN840800,49841,KES,Medium,Resolved,27/12/2024,Operations,3
C00784,CUST33646,12/01/2025,ATM,Delay,Complaint Handling Delay,Complaint Handling Delay reported via atm,TXN991228,12877,KES,Medium,In Progress,,Customer Experience,
C00785,CUST69640,05/01/2025,ATM,System Error,App Crash,App Crash reported via atm,,0,KES,High,Resolved,09/01/2025,Customer Experience,3
C00786,CUST59528,27/12/2024,Call Center,Delay,Card Delivery Delay,Card Delivery Delay reported via call center,,0,KES,High,In Progress,,Finance Ops,
C00787,CUST81089,06/01/2025,Mobile App,Delay,Card Delivery Delay,Card Delivery Delay reported via mobile app,,0,KES,Medium,Resolved,07/01/2025,Finance Ops,2
C00788,CUST72771,25/12/2024,ATM,Delay,Transaction Delay,Transaction Delay reported via atm,TXN886967,11191,KES,High,In Progress,,Customer Experience,
C00789,CUST13145,05/01/2025,Mobile App,System Error,ATM Failure,ATM Failure reported via mobile app,TXN837181,34024,KES,Medium,Resolved,06/01/2025,IT Operations,3
C00790,CUST24435,11/01/2025,Online Banking,Delay,Complaint Handling Delay,Complaint Handling Delay reported via online banking,,0,KES,Critical,Resolved,15/01/2025,Finance Ops,3
C00791,CUST89233,09/01/2025,Call Center,System Error,ATM Failure,ATM Failure reported via call center,,0,KES,Medium,In Progress,,Operations,
C00792,CUST75437,11/01/2025,Branch,System Error,App Crash,App Crash reported via branch,TXN891327,41444,KES,Critical,Resolved,12/01/2025,Finance Ops,4
C00793,CUST46500,23/12/2024,ATM,Delay,Transaction Delay,Transaction Delay reported via atm,TXN817645,47773,KES,Medium,Resolved,24/12/2024,Finance Ops,5
C00794,CUST95715,10/01/2025,Branch,Delay,Transaction Delay,Transaction Delay reported via branch,TXN957743,45944,KES,Medium,Resolved,13/01/2025,Operations,3
C00795,CUST79067,27/12/2024,Branch,Customer Service Failure,No Follow-up,No Follow-up reported via branch,TXN821919,15580,KES,High,Resolved,01/01/2025,Branch Operations,5
C00796,CUST24438,08/01/2025,Online Banking,Delay,Transaction Delay,Transaction Delay reported via online banking,TXN835020,24250,KES,Medium,In Progress,,IT Operations,
C00797,CUST37621,10/01/2025,Online Banking,System Error,App Crash,App Crash reported via online banking,,0,KES,Medium,In Progress,,Customer Experience,
C00798,CUST72498,16/12/2024,ATM,System Error,ATM Failure,ATM Failure reported via atm,TXN814177,28333,KES,High,Resolved,17/12/2024,Customer Experience,2
C00799,CUST28364,20/12/2024,Online Banking,Delay,Transaction Delay,Transaction Delay reported via online banking,TXN839247,37801,KES,Low,Resolved,22/12/2024,Finance Ops,5
C00800,CUST94207,24/12/2024,Online Banking,Customer Service Failure,Long Wait Time,Long Wait Time reported via online banking,,0,KES,High,Resolved,26/12/2024,Customer Experience,2
C00801,CUST75781,07/01/2025,Branch,Delay,Transaction Delay,Transaction Delay reported via branch,TXN949963,36817,KES,High,In Progress,,Customer Experience,
C00802,CUST62481,08/01/2025,Online Banking,System Error,App Crash,App Crash reported via online banking,,0,KES,High,In Progress,,IT Operations,
C00803,CUST95550,08/01/2025,Call Center,System Error,App Crash,App Crash reported via call center,TXN882100,31199,KES,Critical,In Progress,,Branch Operations,
C00804,CUST41395,11/01/2025,Online Banking,Delay,Transaction Delay,Transaction Delay reported via online banking,TXN958122,5599,KES,Medium,Resolved,14/01/2025,Customer Experience,2
C00805,CUST93674,13/01/2025,ATM,Delay,Transaction Delay,Transaction Delay reported via atm,,0,KES,Low,In Progress,,Branch Operations,
C00806,CUST16297,22/12/2024,Call Center,Erroneous Deduction,Double Debit,Double Debit reported via call center,,0,KES,Low,In Progress,,Branch Operations,
C00807,CUST63383,09/01/2025,Online Banking,Delay,Complaint Handling Delay,Complaint Handling Delay reported via online banking,TXN833952,26101,KES,High,Resolved,10/01/2025,Customer Experience,4
C00808,CUST29862,31/12/2024,ATM,Delay,Card Delivery Delay,Card Delivery Delay reported via atm,,0,KES,High,Resolved,03/01/2025,IT Operations,3
C00809,CUST68652,17/12/2024,ATM,Delay,Card Delivery Delay,Card Delivery Delay reported via atm,,0,KES,Critical,Resolved,22/12/2024,Finance Ops,4
C00810,CUST37370,25/12/2024,Call Center,Erroneous Deduction,Phantom Debit,Phantom Debit reported via call center,TXN862681,45252,KES,Low,In Progress,,Customer Experience,
C00811,CUST69612,03/01/2025,Call Center,Delay,Transaction Delay,Transaction Delay reported via call center,,0,KES,Low,Resolved,07/01/2025,Customer Experience,2
C00812,CUST67939,09/01/2025,Online Banking,Delay,Transaction Delay,Transaction Delay reported via online banking,TXN867618,12243,KES,Medium,Resolved,13/01/2025,Branch Operations,4
C00813,CUST77171,19/12/2024,Branch,Delay,Card Delivery Delay,Card Delivery Delay reported via branch,,0,KES,Medium,Resolved,23/12/2024,IT Operations,4
C00814,CUST91345,25/12/2024,Branch,Erroneous Deduction,Double Debit,Double Debit reported via branch,,0,KES,High,In Progress,,Branch Operations,
C00815,CUST70591,16/12/2024,ATM,System Error,ATM Failure,ATM Failure reported via atm,,0,KES,Medium,Resolved,18/12/2024,IT Operations,5
C00816,CUST53086,26/12/2024,Call Center,Customer Service Failure,Long Wait Time,Long Wait Time reported via call center,TXN913538,7600,KES,Medium,Resolved,28/12/2024,Customer Experience,5
C00817,CUST84475,10/01/2025,Branch,System Error,App Crash,App Crash reported via branch,TXN838145,10706,KES,Medium,Resolved,12/01/2025,IT Operations,4
C00818,CUST43039,14/01/2025,Online Banking,System Error,ATM Failure,ATM Failure reported via online banking,,0,KES,Critical,Resolved,18/01/2025,Customer Experience,4
C00819,CUST38063,06/01/2025,Online Banking,Delay,Transaction Delay,Transaction Delay reported via online banking,TXN937567,30084,KES,Low,In Progress,,Customer Experience,
C00820,CUST55780,23/12/2024,Mobile App,System Error,ATM Failure,ATM Failure reported via mobile app,,0,KES,Medium,In Progress,,Customer Experience,
C00821,CUST20198,30/12/2024,ATM,Customer Service Failure,No Follow-up,No Follow-up reported via atm,,0,KES,Medium,Resolved,04/01/2025,Customer Experience,3
C00822,CUST44446,02/01/2025,Online Banking,System Error,Failed Reversal,Failed Reversal reported via online banking,TXN882944,10165,KES,Medium,Resolved,03/01/2025,IT Operations,5
C00823,CUST88766,05/01/2025,Branch,System Error,App Crash,App Crash reported via branch,TXN982569,12798,KES,Low,Resolved,10/01/2025,Branch Operations,3
C00824,CUST95054,10/01/2025,Call Center,Delay,Transaction Delay,Transaction Delay reported via call center,TXN931618,20288,KES,Medium,Resolved,11/01/2025,IT Operations,5
C00825,CUST33044,28/12/2024,Online Banking,Customer Service Failure,Long Wait Time,Long Wait Time reported via online banking,,0,KES,High,In Progress,,Branch Operations,
C00826,CUST21484,10/01/2025,Call Center,Delay,Card Delivery Delay,Card Delivery Delay reported via call center,TXN966227,43727,KES,High,Resolved,13/01/2025,Finance Ops,2
C00827,CUST97518,18/12/2024,Mobile App,Delay,Card Delivery Delay,Card Delivery Delay reported via mobile app,,0,KES,Critical,Resolved,22/12/2024,Branch Operations,2
C00828,CUST64124,11/01/2025,Branch,Delay,Transaction Delay,Transaction Delay reported via branch,,0,KES,Medium,Resolved,14/01/2025,Branch Operations,5
C00829,CUST10544,04/01/2025,Online Banking,Customer Service Failure,Rude Staff,Rude Staff reported via online banking,TXN880582,43667,KES,High,Resolved,08/01/2025,Finance Ops,3
C00830,CUST32336,28/12/2024,Mobile App,Delay,Transaction Delay,Transaction Delay reported via mobile app,TXN887841,34510,KES,High,In Progress,,Finance Ops,
C00831,CUST93397,28/12/2024,ATM,System Error,Login Error,Login Error reported via atm,TXN833782,38370,KES,High,In Progress,,Branch Operations,
C00832,CUST92223,07/01/2025,Call Center,System Error,Failed Reversal,Failed Reversal reported via call center,,0,KES,High,Resolved,12/01/2025,Finance Ops,5
C00833,CUST84946,01/01/2025,ATM,System Error,Failed Reversal,Failed Reversal reported via atm,,0,KES,Low,Resolved,02/01/2025,IT Operations,2
C00834,CUST96410,07/01/2025,ATM,System Error,Failed Reversal,Failed Reversal reported via atm,,0,KES,High,Resolved,11/01/2025,Finance Ops,4
C00835,CUST47022,06/01/2025,Mobile App,Delay,Card Delivery Delay,Card Delivery Delay reported via mobile app,,0,KES,Critical,Resolved,07/01/2025,Branch Operations,3
C00836,CUST73768,07/01/2025,Branch,Delay,Transaction Delay,Transaction Delay reported via branch,TXN805755,7097,KES,Critical,Resolved,11/01/2025,Operations,2
C00837,CUST33419,17/12/2024,Branch,System Error,Login Error,Login Error reported via branch,,0,KES,High,Resolved,20/12/2024,Operations,2
C00838,CUST25937,04/01/2025,Online Banking,Delay,Transaction Delay,Transaction Delay reported via online banking,,0,KES,High,Resolved,06/01/2025,Operations,4
C00839,CUST38804,05/01/2025,Call Center,Delay,Card Delivery Delay,Card Delivery Delay reported via call center,,0,KES,Medium,Resolved,08/01/2025,Finance Ops,3
C00840,CUST77194,07/01/2025,Branch,System Error,Failed Reversal,Failed Reversal reported via branch,TXN922432,36642,KES,Critical,Resolved,11/01/2025,Finance Ops,5
C00841,CUST66815,21/12/2024,ATM,Erroneous Deduction,Double Debit,Double Debit reported via atm,TXN843424,39007,KES,Critical,Resolved,23/12/2024,Operations,5
C00842,CUST31921,28/12/2024,Call Center,Erroneous Deduction,Phantom Debit,Phantom Debit reported via call center,TXN898031,37668,KES,High,Resolved,29/12/2024,IT Operations,5
C00843,CUST13924,31/12/2024,Branch,Erroneous Deduction,Incorrect Fees,Incorrect Fees reported via branch,TXN904413,35266,KES,High,In Progress,,Operations,
C00844,CUST11262,10/01/2025,Online Banking,System Error,App Crash,App Crash reported via online banking,,0,KES,Low,Resolved,13/01/2025,Finance Ops,2
C00845,CUST60540,05/01/2025,Branch,System Error,App Crash,App Crash reported via branch,,0,KES,High,In Progress,,Branch Operations,
C00846,CUST85228,08/01/2025,Call Center,Delay,Transaction Delay,Transaction Delay reported via call center,,0,KES,High,In Progress,,Operations,
C00847,CUST45968,28/12/2024,Online Banking,Customer Service Failure,Long Wait Time,Long Wait Time reported via online banking,,0,KES,Medium,In Progress,,Finance Ops,
C00848,CUST70525,06/01/2025,Call Center,System Error,App Crash,App Crash reported via call center,TXN804675,1893,KES,High,Resolved,11/01/2025,Operations,2
C00849,CUST46002,11/01/2025,Call Center,Delay,Card Delivery Delay,Card Delivery Delay reported via call center,,0,KES,Medium,Resolved,15/01/2025,IT Operations,4
C00850,CUST90999,10/01/2025,Call Center,System Error,ATM Failure,ATM Failure reported via call center,TXN929325,20058,KES,High,Resolved,11/01/2025,Operations,4
C00851,CUST32307,08/01/2025,ATM,Delay,Transaction Delay,Transaction Delay reported via atm,TXN859334,47964,KES,Critical,In Progress,,IT Operations,
C00852,CUST90314,10/01/2025,Mobile App,Delay,Card Delivery Delay,Card Delivery Delay reported via mobile app,TXN819671,3645,KES,Critical,Resolved,13/01/2025,Operations,4
C00853,CUST93480,27/12/2024,ATM,Erroneous Deduction,Incorrect Fees,Incorrect Fees reported via atm,,0,KES,High,Resolved,01/01/2025,Finance Ops,5
C00854,CUST48828,06/01/2025,Branch,Delay,Card Delivery Delay,Card Delivery Delay reported via branch,TXN859200,48397,KES,Critical,Resolved,07/01/2025,Customer Experience,4
C00855,CUST34630,26/12/2024,Mobile App,System Error,App Crash,App Crash reported via mobile app,,0,KES,Critical,Resolved,30/12/2024,IT Operations,5
C00856,CUST30184,10/01/2025,Call Center,Delay,Card Delivery Delay,Card Delivery Delay reported via call center,TXN971780,20935,KES,Critical,In Progress,,Branch Operations,
C00857,CUST62455,18/12/2024,Online Banking,System Error,App Crash,App Crash reported via online banking,,0,KES,Critical,In Progress,,Customer Experience,
C00858,CUST70404,09/01/2025,Online Banking,System Error,App Crash,App Crash reported via online banking,,0,KES,High,Resolved,11/01/2025,Branch Operations,2
C00859,CUST75823,05/01/2025,Online Banking,System Error,Login Error,Login Error reported via online banking,TXN855591,23727,KES,Medium,Resolved,07/01/2025,Operations,5
C00860,CUST62781,10/01/2025,Online Banking,Delay,Complaint Handling Delay,Complaint Handling Delay reported via online banking,TXN850838,48472,KES,Low,Resolved,13/01/2025,Operations,3
C00861,CUST16964,09/01/2025,Mobile App,System Error,Login Error,Login Error reported via mobile app,,0,KES,High,In Progress,,IT Operations,
C00862,CUST38821,02/01/2025,Mobile App,Erroneous Deduction,Double Debit,Double Debit reported via mobile app,TXN902736,41146,KES,Medium,Resolved,06/01/2025,Branch Operations,2
C00863,CUST34258,23/12/2024,ATM,Customer Service Failure,Rude Staff,Rude Staff reported via atm,TXN992382,39579,KES,Medium,Resolved,24/12/2024,Finance Ops,2
C00864,CUST97298,14/01/2025,ATM,System Error,Failed Reversal,Failed Reversal reported via atm,TXN919332,12777,KES,Medium,Resolved,16/01/2025,Finance Ops,2
C00865,CUST86435,10/01/2025,Online Banking,Delay,Transaction Delay,Transaction Delay reported via online banking,TXN924211,1137,KES,Medium,In Progress,,IT Operations,
C00866,CUST29212,08/01/2025,Mobile App,System Error,ATM Failure,ATM Failure reported via mobile app,,0,KES,High,In Progress,,IT Operations,
C00867,CUST57748,18/12/2024,Online Banking,Erroneous Deduction,Incorrect Fees,Incorrect Fees reported via online banking,TXN973908,36263,KES,High,Resolved,22/12/2024,Customer Experience,4
C00868,CUST38869,10/01/2025,Call Center,System Error,Failed Reversal,Failed Reversal reported via call center,,0,KES,High,Resolved,12/01/2025,Branch Operations,5
C00869,CUST59516,19/12/2024,Mobile App,Erroneous Deduction,Phantom Debit,Phantom Debit reported via mobile app,TXN854082,28727,KES,High,Resolved,20/12/2024,Finance Ops,3
C00870,CUST85958,09/01/2025,Online Banking,System Error,App Crash,App Crash reported via online banking,TXN881087,27847,KES,Critical,Resolved,11/01/2025,Operations,2
C00871,CUST11092,10/01/2025,Branch,Delay,Complaint Handling Delay,Complaint Handling Delay reported via branch,,0,KES,Critical,In Progress,,Branch Operations,
C00872,CUST47782,15/01/2025,ATM,Delay,Complaint Handling Delay,Complaint Handling Delay reported via atm,,0,KES,Critical,Resolved,18/01/2025,Branch Operations,5
C00873,CUST56170,09/01/2025,Mobile App,Delay,Complaint Handling Delay,Complaint Handling Delay reported via mobile app,TXN880169,3986,KES,Medium,Resolved,10/01/2025,Finance Ops,5
C00874,CUST21272,15/12/2024,ATM,Delay,Complaint Handling Delay,Complaint Handling Delay reported via atm,,0,KES,Critical,In Progress,,Operations,
C00875,CUST62312,19/12/2024,Call Center,System Error,Login Error,Login Error reported via call center,,0,KES,Medium,Resolved,23/12/2024,IT Operations,5
C00876,CUST27785,18/12/2024,Call Center,Erroneous Deduction,Phantom Debit,Phantom Debit reported via call center,,0,KES,Medium,Resolved,20/12/2024,Operations,4
C00877,CUST22588,08/01/2025,Mobile App,System Error,Failed Reversal,Failed Reversal reported via mobile app,,0,KES,High,Resolved,12/01/2025,Operations,5
C00878,CUST65170,12/01/2025,Branch,System Error,Failed Reversal,Failed Reversal reported via branch,TXN807254,27386,KES,High,Resolved,17/01/2025,Operations,2
C00879,CUST62814,07/01/2025,Call Center,System Error,App Crash,App Crash reported via call center,TXN814034,37565,KES,Medium,Resolved,11/01/2025,Branch Operations,3
C00880,CUST22766,29/12/2024,Mobile App,Customer Service Failure,Rude Staff,Rude Staff reported via mobile app,TXN955802,7515,KES,Medium,In Progress,,IT Operations,
C00881,CUST83668,02/01/2025,Online Banking,Customer Service Failure,No Follow-up,No Follow-up reported via online banking,,0,KES,Medium,Resolved,04/01/2025,IT Operations,3
C00882,CUST36306,30/12/2024,ATM,System Error,App Crash,App Crash reported via atm,TXN963489,922,KES,High,In Progress,,Operations,
